anime_id,title,alpha,omega,zeta
36566,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,104,142,95
8664,"Slime Boukenki: Umi da, Yeah!",126,219,15
293,Di Gi Charat,190,31,149
9493,Dororon Enma-kun Meeramera,113,164,69
757,Kaze wo Mita Shounen,156,164,178
7311,Suzumiya Haruhi no Shoushitsu,48,41,55
1731,Tales of Symphonia The Animation: Sylvarant-hen,207,111,82
1333,Fushigi na Koala Blinky,109,15,178
1681,Brave Story,116,148,14
20969,Tezuka Osamu no Buddha: Owarinaki Tabi,10,196,94
144,Kanon,207,111,82
23987,Sarusuberi: Miss Hokusai,49,213,170
10491,Higurashi no Naku Koro ni Kira,178,187,4
576,Magikano,170,209,92
6758,Tatakau Shisho: The Book of Bantorra,89,57,33
4437,Naruto: Shippuuden Movie 2 - Kizuna,76,126,18
512,Majo no Takkyuubin,48,41,29
130,Saiyuuki Reload,221,113,158
1462,Memories,70,169,146
12231,Dragon Ball: Episode of Bardock,20,144,169
2595,D.C.II: Da Capo II,2,111,113
21899,Gintama: Yorinuki Gintama-san on Theater 2D,136,157,157
12875,Ginga e Kickoff!!,69,68,59
32665,Historical,174,61,48
28735,Shouwa Genroku Rakugo Shinjuu,150,41,97
16,Hachimitsu to Clover,216,41,97
302,Mirai Shounen Conan,167,117,118
23835,Moonrakers,91,137,200
689,Uta Kata Special,119,175,175
28833,Chain Chronicle: Haecceitas no Hikari,214,99,49
5002,Bari Bari Densetsu,126,219,196
333,Mama wa Shougaku 4 Nensei,133,149,207
21639,Yu☆Gi☆Oh! Arc-V,132,68,207
574,Rean no Tsubasa,124,15,178
33170,"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",91,137,200
33487,Masamune-kun no Revenge,118,147,126
15961,Shakotan★Boogie,157,195,125
14653,Hayate no Gotoku! Can&#039;t Take My Eyes Off You,94,133,10
1669,Bakuten Shoot Beyblade 2002,0,144,173
8958,Potecco Babies,191,65,125
36655,Souten no Ken Re:Genesis,91,137,116
1650,Uchuu Senkan Yamato,147,213,178
13267,Shinryaku!! Ika Musume,68,122,151
509,I My Me! Strawberry Eggs,25,196,138
15583,Date A Live,161,4,135
751,Bomberman Jetters,109,15,178
1883,Kappa no Kaikata,109,15,116
1033,Sennen Joyuu,150,41,97
4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,72,179,126
1371,Hi no Tori,10,196,213
33454,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: The Final - Ryoutsu Kakichi Saigo no Hi,126,219,68
527,Pokemon,74,108,157
18465,Genshiken Nidaime,68,122,47
6347,Baka to Test to Shoukanjuu,95,24,29
32648,Handa-kun,1,47,126
1933,Growlanser IV: Wayfarer of the Time,124,15,49
180,Vandread,137,179,201
379,Heppoko Jikken Animation Excel♥Saga,49,213,126
34238,Osomatsu-san: Ouma de Kobanashi,49,213,186
36497,Overlord: Ple Ple Pleiades Theatrical Version,162,68,89
17867,Nuki Doki! Tenshi to Akuma no Sakusei Battle,120,137,116
46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,116,148,169
32936,Gin no Guardian,42,121,49
24821,Isshuukan Friends. Specials,178,187,187
7904,Kemono no Souja Erin Recap,109,15,166
34102,Sakurada Reset,183,4,4
17635,Koitabi: True Tours Nanto,178,187,10
25969,Clock,18,61,125
3073,Robby to Kerobby,105,61,95
22319,Tokyo Ghoul,197,24,29
1194,Coyote Ragtime Show,89,57,140
10807,Nichijou: Original Jikai Yokoku,77,137,173
36475,Sword Art Online Alternative: Gun Gale Online,175,119,109
1096,Kidou Keisatsu Patlabor 2 the Movie,147,213,118
11371,Shin Tennis no Ouji-sama,168,82,4
25875,"Wake Up, Girl Zoo!",103,164,69
1601,Red Garden,49,213,117
4657,Arad Senki: Slap Up Party,143,200,57
28977,Gintama°,208,41,29
21031,Precure All Stars Movie New Stage 3: Eien no Tomodachi,56,137,89
708,Patapata Hikousen no Bouken,133,149,213
825,King of Fighters: Another Day,128,144,189
1034,Ouritsu Uchuugun: Honneamise no Tsubasa,147,213,157
1549,1000-nen Joou: Queen Millennia,63,164,178
9723,Hakuouki Hekketsuroku Episode 0,69,68,129
2125,Yuu☆Yuu☆Hakusho: Eizou Hakusho,188,189,200
34881,Aho Girl,1,47,126
6463,Hoshi wo Katta Hi,109,15,49
33729,Chain Chronicle: Haecceitas no Hikari Part 2,214,99,49
91,Mobile Suit Gundam Wing: Endless Waltz,164,138,91
34005,Bakukyuu Renpatsu! Super B-Daman Specials,105,61,95
36094,Hakumei to Mikochi,189,133,169
1891,YAT Anshin! Uchuu Ryokou,109,15,178
27887,Yama no Susume: Second Season Specials,57,89,69
8490,Digimon Adventure 3D: Digimon Grand Prix!,155,207,89
32454,Usakame,113,164,89
4874,Pokemon: Pikachu no Fuyuyasumi,127,207,173
2619,Spider Riders: Oracle no Yuusha-tachi,155,207,68
35044,To Be Heroine,169,219,184
13057,Peace Hame!,154,137,175
7211,Rose O&#039;Neill Kewpie,7,61,184
241,Girls Bravo: First Season,131,106,49
34234,Ohayou! Kokekkou-san,29,142,219
32071,Gantz:O,149,59,33
8195,Guru Guru Town Hanamaru-kun,7,61,195
34481,Getsuyoubi no Tawawa Specials,117,167,133
416,Kurenai no Buta,48,41,24
35180,3-gatsu no Lion 2nd Season,150,41,29
19365,Samurai Flamenco,200,133,193
1132,Digimon Frontier,74,108,82
2267,Red Garden: Dead Girls,89,57,140
11533,Momotarou Densetsu,157,195,184
987,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,20,144,144
15605,Brothers Conflict,204,66,209
31741,Magi: Sinbad no Bouken (TV),183,4,24
1569,Otome wa Boku ni Koishiteru,13,167,109
732,Vampire Hunter D,173,175,169
2246,Mononoke,150,41,97
31683,Danchigai Special,117,167,167
997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,99,149,118
18139,Tonari no Seki-kun,200,133,157
2621,Natsu e no Tobira,156,164,178
9362,Hyakka Ryouran: Samurai Girls Specials,129,167,133
519,Mahoraba: Heartful days,190,31,86
2571,Mitsubachi Maya no Bouken,133,149,178
37032,Garo: Vanishing Line Recap,193,15,207
28221,Etotama,189,133,133
30342,Funassyi no Funafunafuna Biyori,206,142,219
16405,"Boku no Imouto wa ""Osaka Okan""",103,164,167
30030,Jewelpet Magical Change,33,15,149
33541,Bishoujo Yuugi Unit Crane Game Girls Galaxy,165,137,116
21743,Donten ni Warau,168,82,169
339,Serial Experiments Lain,150,41,97
8181,Adachi-ga Hara,82,15,178
31631,Monster Hunter Stories: Ride On,162,68,116
10562,Machine Hayabusa,126,219,184
7761,Masuda Kousuke Gekijou Gag Manga Biyori +,109,15,207
18679,Kill la Kill,21,55,97
30892,Boo Boo Boy,64,61,48
1457,Key the Metal Idol,173,175,175
37341,Yuru Camp△ Specials,162,68,89
779,Detective Conan Movie 01: The Timed Skyscraper,8,82,126
6987,Aki-Sora,141,159,167
177,Tsubasa Chronicle,137,179,191
30454,Maro no Kanja wa Gatenkei,163,137,89
35839,Sora yori mo Tooi Basho,195,157,55
23581,Romeo no Aoi Sora Specials,169,219,137
21179,Dragon Fist,169,219,184
25541,Moom,96,142,219
275,Love♥Love?,37,15,209
3784,Evangelion: 2.0 You Can (Not) Advance,50,41,97
3665,Ginga Eiyuu Densetsu Gaiden (1999),209,25,126
2307,Lime-iro Senkitan: Nankoku Yume Roman,124,15,49
16419,Dokidoki! Precure,56,137,188
34126,Rewrite 2nd Season,214,99,4
2165,Gegege no Kitarou (2007),155,207,178
3918,Resort Boin,6,15,118
4534,Choujin Locke: Shinsekai Sentai,82,15,49
2138,Kage (OVA),52,15,178
2059,Mainichi ga Nichiyoubi,82,15,116
280,Animal Yokochou,4,184,178
1699,Romeo x Juliet,137,179,157
32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,31,190,169
11103,Busou Shinki Moon Angel,129,167,133
16067,Nagi no Asukara,139,55,29
760,Tenjou Tenge: The Past Chapter,89,57,56
28625,Shisha no Teikoku,149,59,33
317,Final Fantasy VII: Advent Children,219,47,24
32271,Dies Irae,42,121,49
36771,"Baito-saki wa ""Aku no Soshiki""!?",19,142,125
8995,Tales of Symphonia The Animation: Sekai Tougou-hen,196,10,124
32951,Rokudenashi Majutsu Koushi to Akashic Records,118,147,126
33484,Shiroi Zou,29,142,219
19067,Future Card Buddyfight,122,68,3
32999,"Neko mo, Onda-ke",135,61,125
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,25,196,209
744,Trouble Chocolate,25,196,140
958,HeatGuy J,187,178,117
5419,Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,190,31,149
23213,Kantoku Fuyuki Todoki,138,164,137
34051,Akiba&#039;s Trip The Animation,118,147,133
34537,Yoru wa Mijikashi Arukeyo Otome,209,25,105
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,160,149,173
8560,"Kyou, Koi wo Hajimemasu",69,68,147
4085,Yonimo Osoroshii Grimm Douwa,126,219,15
16021,Miracle Psychicer Seizan,157,195,125
30300,"High School DxD New: Oppai, Tsutsumimasu!",172,133,126
18153,Kyoukai no Kanata,197,24,29
16656,Zettai Junpaku♡Mahou Shoujo,117,167,49
33981,Pretty x Cation 2 The Animation,102,137,116
2200,Muteki Choujin Zanbot 3,10,196,175
1276,Ys,143,200,178
34618,Blend S,1,47,157
4729,Natural 2: Duo,108,15,207
1719,Rozen Maiden: Ouvertüre,153,155,47
2227,Lady Lady!!,133,149,178
1481,"Urusei Yatsura: Haru da, Tobidase!",59,149,178
23775,Shingeki no Kyojin Movie 1: Guren no Yumiya,175,119,82
17549,Non Non Biyori,195,157,55
3010,Kaiketsu Zorro,188,189,178
8635,Shin Koihime†Musou: Live Revolution,13,167,175
33027,Infini-T Force,162,68,207
8955,Senjutsu Choukoukaku Orion,135,61,125
4550,Hyakko,68,122,14
8206,Hime Chen! Otogi Chikku Idol Lilpri,160,149,149
32961,Regalia: The Three Sacred Stars,158,121,167
8410,Metal Fight Beyblade: Baku,132,68,68
34984,Koi wa Ameagari no You ni,183,4,34
34013,Hagane Orchestra,165,137,188
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,200,133,34
30625,Princess Princess Specials,91,137,207
12437,Yuri Seijin Naoko-san (2012),180,86,89
19697,Toaru Kagaku no Railgun S: Motto Marutto Railgun,178,187,10
2036,Cosmic Baton Girl Comet-san☆,33,15,200
3661,Joker: Marginal City,82,15,178
5841,Yume wo Kanaeru Zou,64,61,95
5369,Street Fighter IV: Aratanaru Kizuna,128,144,189
4101,Wan Wan Celepoo Soreyuke! Tetsunoshin,126,219,184
103,Akazukin Chacha,160,149,175
35472,Yuuki Yuuna wa Yuushabu Shozoku 2,162,68,89
24211,Orenchi no Furo Jijou,218,207,100
94,Mobile Suit Gundam SEED Destiny,164,138,157
31143,Onsen Yousei Hakone-chan,158,121,133
385,Gilgamesh,89,57,98
1777,Kaze no Tairiku,10,196,178
32670,Battle Spirits: Double Drive,126,219,68
24913,Bokura wa Minna Kawai-sou: Hajimete no,1,47,47
31377,Kataribe Shoujo Honoka,126,219,15
31178,Uta no☆Prince-sama♪ Maji Love Legend Star,218,207,68
6783,ef: A Tale of Memories. - Recollections,207,111,155
248,Ichigo 100%,131,106,218
35857,Lupin III: Part 5,167,117,213
5762,15 Bishoujo Hyouryuuki,6,15,175
1961,Arashi no Yoru ni,49,213,117
3974,Tetsuwan Birdy Decode,149,59,169
9624,30-sai no Hoken Taiiku,129,167,133
11441,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,31,190,113
29846,Omakase! Miracle Cat-dan,157,195,125
35206,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,33,15,178
2288,Akihabara Dennou-gumi,187,178,178
11735,Coluboccoro,91,137,94
32214,Koukaku no Pandora,189,133,133
3642,Shina Dark: Kuroki Tsuki no Ou to Souheki no Tsuki no Himegimi,103,164,69
9136,Kuroshitsuji II Specials,40,192,169
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,209,25,52
7044,Zan Sayonara Zetsubou Sensei Bangaichi,194,123,34
24713,Miss Monochrome: The Animation - Soccer-hen,129,167,187
34151,Landreaall,18,61,176
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,10,196,149
3011,Yotsunoha,207,111,209
31592,Pokemon XY&Z,98,186,82
33529,Kubbe PV Full ver.,174,61,95
27829,Heavy Object,118,147,169
31378,Owari no Seraph: Kyuuketsuki Shahar,175,119,192
9884,Osomatsu-kun,179,137,178
33113,Scared Rider Xechs,165,137,67
1243,Night Head Genesis,89,57,162
34741,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (TV),126,219,184
2929,Moonlight Mile 2nd Season: Touch Down,173,175,213
16664,Kaguya-hime no Monogatari,150,41,97
2851,Ninkuu (Movie),82,15,178
28779,Futa-bu!!,154,137,68
31402,Soul Worker: Your Destiny Awaits,91,137,3
33835,PJ Berri no Mogumogu Munyamunya,157,195,195
6726,Hanasakeru Seishounen Recaps,84,209,178
6205,Kämpfer,131,106,167
935,Witchblade,89,57,91
3762,The Borgman: Last Battle,169,219,49
531,Bishoujo Senshi Sailor Moon R: The Movie,99,149,118
1926,Jishu Seisaku Movie Binchou-tan,103,164,140
25689,Hyakka Ryouran: Samurai After,117,167,49
25939,Mahou Shoujo Lyrical Nanoha ViVid,94,133,109
17681,Zettai Bouei Leviathan,35,167,167
36784,Hataraku Onii-san!,138,164,89
1770,Unbalance,52,15,196
944,The Third: Aoi Hitomi no Shoujo,89,57,155
14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,139,55,29
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,70,169,157
18919,The Midnight★Animal,19,142,125
3015,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,53,213,33
34855,Gabriel DropOut Specials,172,133,109
21421,Mahou Shoujo Taisen,129,167,69
1368,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,39,207,52
623,Shichinin no Nana,91,137,140
5947,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,3,122,193
12069,Hajime no Ippo: Boxer no Kobushi,36,157,157
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,118,147,126
538,Shin Tenchi Muyou!,67,175,49
7785,Yojouhan Shinwa Taikei,150,41,97
10790,Kore wa Zombie Desu ka? of the Dead,161,4,123
4522,Bounty Hunter: The Hard,82,15,196
325,Peach Girl,130,113,193
8539,Toilet no Hanako-san,126,219,184
35363,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",195,157,157
1807,Prism Ark,170,209,49
36245,Evil or Live,42,121,49
33922,"Taka no Tsume-dan, Toyama",199,95,95
9203,K-On!!: Ura-On!!,217,122,109
7222,Macross F Movie 2: Sayonara no Tsubasa,219,47,126
1135,Munto: Toki no Kabe wo Koete,188,189,200
33779,Jakusansei Million Arthur Specials,126,219,15
23301,Pokemon XY: Mega Evolution,98,186,89
6512,Nyan Koi!,161,4,157
5554,Eguchi Hisashi no Nantoka Narudesho!,146,61,184
31763,Accel World: Infinite∞Burst,214,99,10
15781,Puchimas!: Petit iDOLM@STER Episode 0,57,89,188
19401,Kuusou no Sora Tobu Kikaitachi,126,219,15
1177,Alien 9,49,213,86
1408,Kao no nai Tsuki,177,15,175
1005,Star Ocean EX,143,200,175
2688,Akai Koudan Zillion,124,15,49
2289,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,10,196,49
3407,Blassreiter,89,57,148
11785,Haiyore! Nyaruko-san,161,4,169
1098,Samurai Girl Real Bout High School,143,200,92
32087,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,169,219,15
9907,Bokura no Live Kimi to no Life,5,201,109
10506,Shiawase Haitatsu Taneko,104,142,95
5504,Shinkyoku Soukai Polyphonica Crimson S,170,209,10
2999,Hi no Tori: Yamato-hen,10,196,178
36049,Dagashi Kashi 2,189,133,109
4264,Ultraviolet: Code 044,124,15,200
3745,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,10,196,89
10465,Manyuu Hikenchou,141,159,167
9600,G-Taste (2010),52,15,116
34008,Days (TV) OVA,91,137,200
332,Dokidoki♡Densetsu: Mahoujin Guruguru,10,196,175
8626,Good Morning,156,164,89
2882,Anime Oyako Gekijou,109,15,200
6574,Hanamaru Youchien,68,122,169
16303,Chikkun Takkun,123,61,95
19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,165,137,94
5940,Seiken no Blacksmith,137,179,49
22239,Mahou no Yousei Persia Pilot,191,65,125
3932,Magnerobo Ga-Keen,169,219,49
932,Ichigeki Sacchuu!! Hoihoi-san,129,167,140
10378,Shinryaku!? Ika Musume,68,122,169
37244,Gan Gan Ganko-chan 2nd Season,29,142,219
5080,Quiz Magic Academy: The Original Animation,103,164,140
33589,ViVid Strike!,189,133,109
35964,Basilisk: Ouka Ninpouchou,162,68,49
5583,Sonic: Night of the WereHog,187,178,140
7588,Saraiya Goyou,219,47,146
31780,Kimi no Kokoro wa Kagayaiteru kai?,57,89,89
1337,Dororon Enma-kun,109,15,49
33605,Ling Qi,42,121,68
261,Happy☆Lesson: Advance,170,209,92
4664,Rurouni Kenshin: Special Techniques,188,189,189
27741,Shounen Hollywood: Holly Stage for 50,218,207,178
23699,Kumo ni Noru,104,142,125
930,Densetsu Kyojin Ideon,173,175,75
17391,Senyuu. Specials,178,187,124
10196,Baby Princess 3D Paradise 0 [Love],131,106,133
10728,Maid Ane,145,15,116
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",118,147,45
22865,Rokujouma no Shinryakusha!? (TV),118,147,169
15979,Eureka Seven AO: Aratanari Fukaki Ao,91,137,188
616,Nurse Angel Ririka SOS,109,15,178
752,Osakana wa Ami no Naka,151,68,1
27683,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,97,142,219
35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,15,82,170
5784,Ai no Kusabi (2012),45,166,94
1919,Urusei Yatsura OVA,59,149,178
10260,Eiyuu Densetsu: Sora no Kiseki The Animation,188,189,162
4017,Magical Moe,108,15,149
31139,Ame-iro Cocoa: Rainy Color e Youkoso!,165,137,67
145,Kareshi Kanojo no Jijou,68,122,18
8800,Senkou no Night Raid Specials,89,57,0
2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,203,82,126
34893,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,169,219,178
28817,Mikagura Gakuen Kumikyoku (TV),35,167,133
37710,IDOLiSH7 Tokubetsu Bangumi: Kimi to Furikaeranaito!,126,219,15
32366,Gintama°: Aizome Kaori-hen,136,157,29
673,Mai-HiME Specials,153,155,179
13411,Guilty Crown: Lost Christmas,75,4,4
3713,Jigoku Shoujo Mitsuganae,176,47,126
1826,Deltora Quest,122,68,68
22585,Nukko.,104,142,95
20853,Hitsugi no Chaika,161,4,157
1723,Clannad Movie,207,111,18
4451,Tanin no Kankei,82,15,116
4936,Ninja Hattori-kun,155,207,89
33478,UQ Holder!: Mahou Sensei Negima! 2,214,99,10
2404,Zombie-Loan,89,57,144
208,R.O.D OVA,70,169,47
25365,Pokemon XY: Koukoku no Princess Diancie,155,207,173
22503,Washimo,126,219,15
11235,Amagami SS+ Plus,161,4,157
36545,Huyao Xiao Hongniang: Qian Yan,179,137,200
18097,Inazuma Eleven Go: Galaxy,132,68,207
152,Solty Rei,89,57,111
14231,Akuemon,109,15,178
17371,Natsuyasumi.,79,184,149
17113,Crayon Shin-chan Movie 21: Bakauma! B-Kyuu Gourmet Survival Battle!!,179,137,200
30382,Aquarion Logos,158,121,99
12699,Tales of Gekijou,103,164,89
31181,Owarimonogatari,21,55,55
24459,Tales of Zestiria: Doushi no Yoake,196,10,124
3808,Futari Daka,157,195,125
1289,Kidou Keisatsu Patlabor: New OVA,147,213,84
21201,Teekyuu 2 Specials,180,86,89
10765,Hikaru no Go: Tokubetsu-hen - Sabaki no Ichikyoku! Inishie no Hana yo Sake!!,164,138,178
82,Mobile Suit Gundam 0080: War in the Pocket,106,193,157
10568,Kamisama no Memochou,161,4,123
2515,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,39,207,207
2696,Crusher Joe OVA,10,196,178
2698,Sanctuary,10,196,178
33803,Sengoku Choujuu Giga: Kou,138,164,94
34979,Shounen Ashibe: Go! Go! Goma-chan 2,91,137,178
7583,Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,145,15,89
8546,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken",17,15,49
498,Haja Taisei Dangaiou,201,196,175
6181,Highway Jenny,82,15,178
8357,Himitsukessha Taka no Tsume The Movie 3: http://takanotsume.jp wa Eien ni,83,61,95
11341,Tantei Opera Milky Holmes Dai 2 Maku,210,31,89
33209,Huyao Xiao Hongniang: Wangquan Fugui,214,99,49
30103,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,33,15,178
17821,Stella Jogakuin Koutou-ka C³-bu,35,167,109
6199,Mai-Otome Zwei Special,119,175,200
2757,Juuni Senshi Bakuretsu Eto Ranger,109,15,207
13271,Hunter x Hunter Movie 1: Phantom Rouge,134,82,126
20385,Eguchi Hisashi no Kotobuki Gorou Show,126,219,134
18639,Rinne no Lagrange Season 2 Specials,91,137,188
8098,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,209,25,156
34312,Saimin Class,14,15,149
27633,Gekkan Shoujo Nozaki-kun Specials,15,82,157
31640,Fuusen Inu Tinny 2nd Season,55,142,219
17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,146,61,195
21419,Detective Conan Movie 18: The Sniper from Another Dimension,92,170,82
18121,Teekyuu 2,180,86,169
1874,Love♥Love? Specials,37,15,209
5525,07-Ghost,168,82,126
16381,Santa Company,103,164,188
1937,Nakoruru: Ano Hito kara no Okurimono,124,15,49
2363,Pokemon Housoukyoku,127,207,173
34870,BanG Dream!: Asonjatta!,57,89,89
2782,Fire Emblem,187,178,196
54,Appleseed (Movie),89,57,33
32039,Show By Rock!! Short!!,158,121,89
32353,Bonobono (2016),169,219,149
8491,Digimon Savers 3D: Digital World Kiki Ippatsu!,155,207,200
1014,Chicchana Yukitsukai Sugar Specials,160,149,175
6075,Ai no Wakakusa Yama Monogatari,4,184,1
6344,"Shikabane Hime: Kuro – Soredemo, Hito to Shite",188,189,111
33104,Rance 01: Hikari wo Motomete The Animation - Leazas no Yami,14,15,207
13643,Imouto Twins,145,15,116
10217,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!!,103,164,175
424,Dirty Pair,192,196,178
10845,Manyuu Hikenchou Specials,141,159,167
6896,Pandora Hearts Specials,40,192,82
32888,Sinbad: Mahiru no Yoru to Fushigi no Mon,126,219,196
31838,Ze Tian Ji,193,15,207
164,Mononoke Hime,48,41,29
605,Tenshi ni Narumon!,10,196,178
855,Strawberry Panic,72,179,4
18231,Vanquished Queens Specials,141,159,116
13115,Hakuouki Reimeiroku,168,82,82
8364,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,179,137,178
670,Lamune,170,209,49
718,Yume de Aetara (TV),186,175,140
35434,Konbini Kareshi,42,121,49
25055,Furifure The Animation,163,137,89
13391,Rakuen Tsuihou,178,187,126
2030,El Cazador de la Bruja,153,155,14
18195,Little Busters!: Refrain,95,24,29
21479,Metal Fight Beyblade Zero G Specials,193,15,207
30379,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,178,187,10
384,Gantz,110,4,60
2684,Buzzer Beater 2nd Season,69,68,178
2786,Bakegyamon,122,68,49
5052,Eightman,169,219,184
12343,Dirty Pair Flash 2,192,196,175
32041,Mori no Densetsu: Dai Ni Gakushou,81,15,207
31829,Sinbad: Mahou no Lamp to Ugoku Shima,169,219,178
7643,Domo-kun,169,219,178
33190,Planetarian: Hoshi no Hito,209,25,151
1500,Teizokurei Daydream,173,175,140
31318,Comet Lucifer,42,121,49
1117,Pokemon: Maboroshi no Pokemon Lugia Bakutan,74,108,191
903,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,182,33,126
